player_id,player_role,emblem_colour,emblem_stat,average,stddev
238239590,Mid,Green,Tormentor Kills,649.1347259433825,872.3443195577096
238239590,Mid,Red,Creep Score,803.779622608122,349.3345731763112
238239590,Mid,Red,Deaths,1399.591908651541,679.6544905229837
238239590,Mid,Red,GPM,1091.37725778679,222.87295827497448
238239590,Mid,Red,Kills,830.2655068168108,539.9594825466934
238239590,Mid,Red,Neutral Tokens Found,1451.860993688538,991.1844180858855
238239590,Mid,Red,Tower Kills,217.4079160090552,284.3090204933209
256156323,Support,Blue,Camps Stacked,1018.1505227509342,573.9821692042045
256156323,Support,Blue,Lotuses Grabbed,1978.8534818030157,1283.027000463553
256156323,Support,Blue,Runes Grabbed,750.0339391949835,210.96335534563397
256156323,Support,Blue,Smokes Used,887.6555251548465,496.29588747448344
256156323,Support,Blue,Wards Placed,848.8490187849332,452.7746632932636
256156323,Support,Blue,Watchers Taken,1416.3859949827247,598.0937563835462
256156323,Support,Green,Courier Kills,709.0080880392302,851.9960676017892
256156323,Support,Green,First Blood,83.66096921052804,405.3615643320429
256156323,Support,Green,Roshan Kills,44.010910276352696,195.3473416624112
256156323,Support,Green,Stuns,1130.1976846185992,1248.3920258205208
256156323,Support,Green,Teamfight Participation,1167.9692129274865,248.51729415066316
256156323,Support,Green,Tormentor Kills,550.7821596483284,672.7589527847182
256156323,Support,Red,Creep Score,249.15227404973686,170.44141270615413
256156323,Support,Red,Deaths,975.0377497464614,798.789198157166
256156323,Support,Red,GPM,688.4164670876803,109.87875621314888
256156323,Support,Red,Kills,452.91594173728004,288.32602536012865
